['1', '杨晓华', '私募证券投资基金管理人', '上海市', 'P1000182', '2011-03-15', '2014-03-17']
['6', '左坤', '私募股权、创业投资基金管理人', '北京市', 'P1061504', '2013-11-22', '2017-02-22']
['7', '林雅馨', '私募股权、创业投资基金管理人', '北京市', 'P1061505', '2015-12-17', '2017-02-22']
['8', '魏建国', '私募股权、创业投资基金管理人', '新疆维吾尔自治区', 'P1061506', '2016-06-21', '2017-02-22']
['9', '黄金明', '私募股权、创业投资基金管理人', '上海市', 'P1061507', '2016-04-06', '2017-02-22']
['10', '傅珍妮', '私募股权、创业投资基金管理人', '浙江省', 'P1061508', '2016-06-21', '2017-02-22']
['11', '余虹', '私募股权、创业投资基金管理人', '上海市', 'P1061509', '2015-06-12', '2017-02-22']
['12', '马俊庆', '私募股权、创业投资基金管理人', '河北省', 'P1061511', '2016-11-22', '2017-02-22']
['13', '池易', '私募股权、创业投资基金管理人', '江苏省', 'P1061512', '2016-11-28', '2017-02-22']
['14', '吴中军', '私募股权、创业投资基金管理人', '广东省', 'P1061513', '2013-03-15', '2017-02-22']
['15', '訾振军', '私募股权、创业投资基金管理人', '浙江省', 'P1061514', '2015-07-31', '2017-02-22']
['16', '匡卫华', '私募股权、创业投资基金管理人', '北京市', 'P1061515', '2016-12-26', '2017-02-22']
['17', '张妤', '私募股权、创业投资基金管理人', '上海市', 'P1061516', '2016-09-20', '2017-02-22']
['18', '白晓云', '私募股权、创业投资基金管理人', '浙江省', 'P1061517', '2016-03-16', '2017-02-22']
['19', '陈文君', '私募股权、创业投资基金管理人', '上海市', 'P1061518', '2015-05-04', '2017-02-22']
['20', '梁文', '私募股权、创业投资基金管理人', '深圳市', 'P1061519', '2016-03-30', '2017-02-22']
['1', '李斌', '私募股权、创业投资基金管理人', '北京市', 'P1061520', '2014-02-28', '2017-02-22']
['2', '梁立鹏', '私募股权、创业投资基金管理人', '安徽省', 'P1061521', '2015-11-18', '2017-02-22']
['3', '叶菲', '私募股权、创业投资基金管理人', '宁波市', 'P1061523', '2016-08-29', '2017-02-22']
['4', '郭佳', '私募股权、创业投资基金管理人', '上海市', 'P1061524', '2016-07-11', '2017-02-22']
['5', 'Ho Kyungshik', '私募股权、创业投资基金管理人', '四川省', 'P1061526', '2016-11-29', '2017-02-22']
['6', '曹彦军', '私募股权、创业投资基金管理人', '河北省', 'P1061527', '2015-07-17', '2017-02-22']
['7', '吴斌', '私募股权、创业投资基金管理人', '安徽省', 'P1061528', '2014-10-28', '2017-02-22']
['8', '赵暄', '私募股权、创业投资基金管理人', '浙江省', 'P1061529', '2016-11-04', '2017-02-22']
['9', '王建英', '私募股权、创业投资基金管理人', '北京市', 'P1061530', '2012-05-08', '2017-02-22']
['10', '陈康', '私募股权、创业投资基金管理人', '江西省', 'P1061531', '2016-10-24', '2017-02-22']
['11', '钟鸿钧', '私募股权、创业投资基金管理人', '浙江省', 'P1061532', '2016-09-30', '2017-02-22']
['12', '夏金坤', '私募股权、创业投资基金管理人', '深圳市', 'P1061535', '2016-02-16', '2017-02-22']
['13', '刘政', '私募股权、创业投资基金管理人', '贵州省', 'P1061536', '2016-07-13', '2017-02-22']
['14', '张韬', '私募股权、创业投资基金管理人', '深圳市', 'P1061537', '2016-04-11', '2017-02-22']
['15', '陈姚', '私募股权、创业投资基金管理人', '深圳市', 'P1061538', '2012-09-03', '2017-02-22']
['16', '贺梅', '私募股权、创业投资基金管理人', '北京市', 'P1061539', '2016-06-21', '2017-02-22']
['17', '黄宏东', '其他私募投资基金管理人', '广东省', 'P1061540', '2016-12-08', '2017-02-22']
['18', '陆文朝', '私募股权、创业投资基金管理人', '江苏省', 'P1061541', '2008-04-15', '2017-02-22']
['19', '李鑫', '私募股权、创业投资基金管理人', '深圳市', 'P1061542', '2016-03-16', '2017-02-22']
['20', '刘红彦', '私募股权、创业投资基金管理人', '深圳市', 'P1061543', '2016-04-27', '2017-02-22']
['1', '陈保明', '私募股权、创业投资基金管理人', '上海市', 'P1061544', '2015-11-09', '2017-02-22']
['2', '郭一澎', '私募股权、创业投资基金管理人', '广东省', 'P1061546', '2016-12-15', '2017-02-22']
['3', '段富有', '私募股权、创业投资基金管理人', '山东省', 'P1061547', '2016-12-07', '2017-02-22']
['4', '周逵', '私募股权、创业投资基金管理人', '北京市', 'P1061548', '2015-12-01', '2017-02-22']
['5', '郝光辉', '私募股权、创业投资基金管理人', '宁波市', 'P1061549', '2016-08-16', '2017-02-22']
['6', '丁龙', '私募股权、创业投资基金管理人', '广东省', 'P1061550', '2016-12-14', '2017-02-22']
['7', '赵义', '私募股权、创业投资基金管理人', '陕西省', 'P1061551', '2016-12-12', '2017-02-22']
['8', '衷俊华', '私募股权、创业投资基金管理人', '江西省', 'P1061553', '2016-12-28', '2017-02-22']
['9', '熊德明', '私募股权、创业投资基金管理人', '重庆市', 'P1061554', '2016-01-11', '2017-02-22']
['10', '苗廷', '私募股权、创业投资基金管理人', '内蒙古自治区', 'P1061555', '2015-12-09', '2017-02-22']
['11', '李岩峰', '其他私募投资基金管理人', '海南省', 'P1061556', '2015-09-21', '2017-02-22']
['12', '何愚', '私募股权、创业投资基金管理人', '深圳市', 'P1061558', '2016-02-18', '2017-02-22']
['13', '杨禹凯', '私募股权、创业投资基金管理人', '上海市', 'P1061559', '2015-08-03', '2017-02-22']
['14', '吴永锭', '私募股权、创业投资基金管理人', '浙江省', 'P1061560', '2016-08-31', '2017-02-22']
['15', '张亮', '私募股权、创业投资基金管理人', '浙江省', 'P1061561', '2015-04-13', '2017-02-22']
['16', '袁翔', '私募股权、创业投资基金管理人', '上海市', 'P1061562', '2016-02-02', '2017-02-22']
['17', '陈银玲', '私募股权、创业投资基金管理人', '深圳市', 'P1061563', '2015-07-14', '2017-02-22']
['18', '俞锋', '私募股权、创业投资基金管理人', '浙江省', 'P1061565', '2016-10-20', '2017-02-22']
['19', '陈雷', '其他私募投资基金管理人', '浙江省', 'P1061566', '2016-08-29', '2017-02-22']
['20', '任鲁海', '私募股权、创业投资基金管理人', '湖北省', 'P1061567', '2016-11-25', '2017-02-22']
['1', '王阳明', '其他私募投资基金管理人', '广东省', 'P1061568', '2016-11-24', '2017-02-22']
['2', '李洪明', '私募股权、创业投资基金管理人', '上海市', 'P1061569', '2016-01-04', '2017-02-22']
['3', '梁颖镃', '私募股权、创业投资基金管理人', '广东省', 'P1061570', '2016-08-29', '2017-02-22']
['4', '吴松平', '私募股权、创业投资基金管理人', '浙江省', 'P1061571', '2014-06-30', '2017-02-22']
['5', '戴钧钧', '私募股权、创业投资基金管理人', '厦门市', 'P1061572', '2016-08-03', '2017-02-22']
['6', '王少龙', '私募股权、创业投资基金管理人', '广东省', 'P1061573', '2016-01-11', '2017-02-22']
['7', '夏勇平', '私募股权、创业投资基金管理人', '浙江省', 'P1061574', '2015-10-28', '2017-02-22']
['8', '王永建', '私募股权、创业投资基金管理人', '深圳市', 'P1061575', '2015-07-11', '2017-02-22']
['9', '陈苑然', '私募股权、创业投资基金管理人', '江苏省', 'P1061576', '2016-10-09', '2017-02-22']
['10', '雷平', '私募股权、创业投资基金管理人', '深圳市', 'P1061577', '2015-05-12', '2017-02-22']
['11', '周康', '私募股权、创业投资基金管理人', '北京市', 'P1061579', '2015-05-15', '2017-02-22']
['12', '李引泉', '私募股权、创业投资基金管理人', '深圳市', 'P1061580', '2016-10-27', '2017-02-22']
['13', '马守真', '私募股权、创业投资基金管理人', '厦门市', 'P1061581', '2016-11-21', '2017-02-22']
['14', '虞永嘉', '私募证券投资基金管理人', '浙江省', 'P1034967', '2009-07-09', '2017-02-28']
['15', '贾振杰', '私募证券投资基金管理人', '深圳市', 'P1061582', '2016-03-28', '2017-02-28']
['16', '李晓科', '私募证券投资基金管理人', '湖北省', 'P1061583', '2013-04-12', '2017-02-28']
['17', '黄亭懿', '私募证券投资基金管理人', '北京市', 'P1061584', '2014-11-14', '2017-02-28']
['18', '王上', '私募证券投资基金管理人', '上海市', 'P1061585', '2013-06-09', '2017-02-28']
['19', '康宏涛', '私募证券投资基金管理人', '北京市', 'P1061586', '2016-08-19', '2017-02-28']
['20', '刘起龙', '私募证券投资基金管理人', '上海市', 'P1061587', '2010-05-22', '2017-02-28']
['1', '李明', '私募证券投资基金管理人', '天津市', 'P1061588', '2017-01-06', '2017-02-28']
['2', '欧阳文', '私募证券投资基金管理人', '深圳市', 'P1061589', '2014-07-16', '2017-02-28']
['3', '张杨', '私募证券投资基金管理人', '北京市', 'P1061590', '2015-12-09', '2017-02-28']
['4', '刘大朋', '私募证券投资基金管理人', '深圳市', 'P1061591', '2016-01-26', '2017-02-28']
['5', '石泽彬', '私募证券投资基金管理人', '上海市', 'P1061592', '2015-12-07', '2017-02-28']
['6', '隋奕', '私募证券投资基金管理人', '宁波市', 'P1061593', '2016-07-29', '2017-02-28']
['7', '张继承', '私募证券投资基金管理人', '深圳市', 'P1061594', '2016-03-22', '2017-02-28']
['8', '陈荷', '私募证券投资基金管理人', '厦门市', 'P1061595', '2016-05-25', '2017-02-28']
['9', '袁淦滔', '私募证券投资基金管理人', '广东省', 'P1061596', '2016-10-26', '2017-02-28']
['10', '秦健', '私募证券投资基金管理人', '深圳市', 'P1061597', '2014-09-24', '2017-02-28']
['11', '梁蓉', '私募证券投资基金管理人', '浙江省', 'P1061598', '2016-12-27', '2017-02-28']
['12', '张佳思', '私募证券投资基金管理人', '北京市', 'P1061599', '2015-06-09', '2017-02-28']
['13', '叶敏', '私募证券投资基金管理人', '广东省', 'P1061600', '2016-11-08', '2017-02-28']
['14', '王海光', '私募证券投资基金管理人', '深圳市', 'P1061601', '2014-10-16', '2017-02-28']
['15', '于艾洋', '私募证券投资基金管理人', '大连市', 'P1061602', '2015-11-26', '2017-02-28']
['16', '郑杨', '私募证券投资基金管理人', '浙江省', 'P1061603', '2016-11-01', '2017-02-28']
['17', '张凯', '私募证券投资基金管理人', '浙江省', 'P1061604', '2016-07-29', '2017-02-28']
['18', '徐静', '私募证券投资基金管理人', '浙江省', 'P1061605', '2016-10-18', '2017-02-28']
['19', '俞兴', '私募证券投资基金管理人', '上海市', 'P1061606', '2016-03-30', '2017-02-28']
['20', '王云翔', '私募证券投资基金管理人', '宁波市', 'P1061607', '2016-09-26', '2017-02-28']
['1', '黎明', '私募证券投资基金管理人', '北京市', 'P1061608', '2016-02-01', '2017-02-28']
['2', '税鲲华', '私募证券投资基金管理人', '北京市', 'P1061609', '2015-04-23', '2017-02-28']
['3', '钱雪', '私募证券投资基金管理人', '江苏省', 'P1061610', '2015-06-10', '2017-02-28']
['4', '朱虹', '私募股权、创业投资基金管理人', '深圳市', 'P1061611', '2016-03-24', '2017-02-28']
['5', '许洪波', '私募股权、创业投资基金管理人', '深圳市', 'P1061612', '2016-03-18', '2017-02-28']
['6', '沈焰', '私募股权、创业投资基金管理人', '深圳市', 'P1061613', '2015-12-28', '2017-02-28']
['7', '黄广毅', '私募股权、创业投资基金管理人', '广西壮族自治区', 'P1061614', '2014-04-09', '2017-02-28']
['8', '吕利', '私募股权、创业投资基金管理人', '厦门市', 'P1061615', '2016-05-24', '2017-02-28']
['9', '杨志军', '私募股权、创业投资基金管理人', '重庆市', 'P1061616', '2016-06-29', '2017-02-28']
['10', '段存永', '私募股权、创业投资基金管理人', '深圳市', 'P1061617', '2015-10-20', '2017-02-28']
['11', '房建民', '私募股权、创业投资基金管理人', '北京市', 'P1061621', '2016-12-12', '2017-02-28']
['12', '张骏源', '私募股权、创业投资基金管理人', '深圳市', 'P1061623', '2015-12-01', '2017-02-28']
['13', '周烨', '私募股权、创业投资基金管理人', '深圳市', 'P1061624', '2014-12-23', '2017-02-28']
['14', '张汝冰', '私募股权、创业投资基金管理人', '四川省', 'P1061625', '2016-01-13', '2017-02-28']
['15', '陈桂英', '私募股权、创业投资基金管理人', '广东省', 'P1061626', '2016-07-11', '2017-02-28']
['16', '李影波', '私募股权、创业投资基金管理人', '北京市', 'P1061628', '2011-09-22', '2017-02-28']
['17', '虞伟献', '私募股权、创业投资基金管理人', '大连市', 'P1061629', '2015-07-14', '2017-02-28']
['18', '殷连臣', '私募股权、创业投资基金管理人', '上海市', 'P1061630', '2015-01-19', '2017-02-28']
['19', '王助贫', '私募股权、创业投资基金管理人', '北京市', 'P1061631', '2016-03-01', '2017-02-28']
['20', '刘靓', '私募股权、创业投资基金管理人', '深圳市', 'P1061633', '2016-03-24', '2017-02-28']
['1', '魏佳轩', '私募股权、创业投资基金管理人', '北京市', 'P1061634', '2016-03-21', '2017-02-28']
['2', '梁洪涛', '私募股权、创业投资基金管理人', '北京市', 'P1061636', '2004-06-03', '2017-02-28']
['3', '金赵亮', '私募股权、创业投资基金管理人', '浙江省', 'P1061637', '2016-08-11', '2017-02-28']
['4', '周围', '私募股权、创业投资基金管理人', '北京市', 'P1061638', '2015-02-11', '2017-02-28']
['5', '郑小克', '私募股权、创业投资基金管理人', '深圳市', 'P1061639', '2016-01-22', '2017-02-28']
['6', '郭宇航', '私募股权、创业投资基金管理人', '上海市', 'P1061640', '2015-08-10', '2017-02-28']
['7', '康嘉斌', '私募股权、创业投资基金管理人', '北京市', 'P1061641', '2014-04-22', '2017-02-28']
['8', '潘欧阳瑞', '私募股权、创业投资基金管理人', '北京市', 'P1061642', '2016-05-10', '2017-02-28']
['9', '周继文', '私募股权、创业投资基金管理人', '北京市', 'P1061643', '2016-05-30', '2017-02-28']
['10', '杨建莹', '私募股权、创业投资基金管理人', '北京市', 'P1061644', '2015-12-17', '2017-02-28']
['11', '周明', '私募股权、创业投资基金管理人', '江苏省', 'P1061645', '2010-03-15', '2017-02-28']
['12', '舒烨', '私募股权、创业投资基金管理人', '陕西省', 'P1061647', '2011-09-07', '2017-02-28']
['13', '贺照峰', '私募股权、创业投资基金管理人', '四川省', 'P1061648', '2016-03-17', '2017-02-28']
['14', '赵健华', '私募股权、创业投资基金管理人', '陕西省', 'P1061650', '2016-03-14', '2017-02-28']
['15', '陈孝德', '私募股权、创业投资基金管理人', '上海市', 'P1061651', '2014-07-22', '2017-02-28']
['16', '王志群', '私募股权、创业投资基金管理人', '天津市', 'P1061652', '2017-01-06', '2017-02-28']
['17', '宾坚', '私募股权、创业投资基金管理人', '深圳市', 'P1061653', '2014-01-17', '2017-02-28']
['18', '许亚南', '私募股权、创业投资基金管理人', '江苏省', 'P1061654', '2016-10-08', '2017-02-28']
['19', '陈硕', '私募股权、创业投资基金管理人', '深圳市', 'P1061655', '2015-08-07', '2017-02-28']
['20', '赵天立', '私募股权、创业投资基金管理人', '贵州省', 'P1061656', '2016-04-18', '2017-02-28']
['1', '李博', '私募股权、创业投资基金管理人', '江西省', 'P1061657', '2016-05-04', '2017-02-28']
['2', '马宝军', '私募股权、创业投资基金管理人', '河南省', 'P1061658', '2016-09-27', '2017-02-28']
['3', '周冲', '私募股权、创业投资基金管理人', '上海市', 'P1061659', '2015-10-23', '2017-02-28']
['4', '谢征', '私募股权、创业投资基金管理人', '北京市', 'P1061660', '2015-08-05', '2017-02-28']
['5', '季恩磊', '私募股权、创业投资基金管理人', '浙江省', 'P1061661', '2016-07-05', '2017-02-28']
['6', '唐先华', '私募股权、创业投资基金管理人', '深圳市', 'P1061662', '2016-01-13', '2017-02-28']
['7', '印聪', '私募股权、创业投资基金管理人', '广东省', 'P1061663', '2016-12-21', '2017-02-28']
['8', '黎小颖', '私募股权、创业投资基金管理人', '广东省', 'P1061664', '2016-12-26', '2017-02-28']
['9', '刘晓妍', '私募股权、创业投资基金管理人', '浙江省', 'P1061665', '2016-10-24', '2017-02-28']
['10', '俄眉', '私募股权、创业投资基金管理人', '深圳市', 'P1061666', '2016-01-18', '2017-02-28']
['11', '金伟春', '私募股权、创业投资基金管理人', '江西省', 'P1061667', '2016-01-25', '2017-02-28']
['12', '赵明琪', '私募股权、创业投资基金管理人', '西藏自治区', 'P1061668', '2016-01-08', '2017-02-28']
['13', '李永恒', '私募股权、创业投资基金管理人', '湖南省', 'P1061669', '2010-01-21', '2017-02-28']
['14', '张浩', '私募股权、创业投资基金管理人', '北京市', 'P1061670', '2015-07-17', '2017-02-28']
['15', '虞月桥', '私募股权、创业投资基金管理人', '浙江省', 'P1061671', '2015-06-11', '2017-02-28']
['16', '郭浩勇', '私募股权、创业投资基金管理人', '四川省', 'P1061672', '2015-12-22', '2017-02-28']
['17', '杜鹏', '私募股权、创业投资基金管理人', '北京市', 'P1061673', '2015-09-30', '2017-02-28']
['18', '陈诒辉', '私募股权、创业投资基金管理人', '江西省', 'P1061674', '2016-07-13', '2017-02-28']
['19', '马梦园', '私募股权、创业投资基金管理人', '北京市', 'P1061675', '2015-01-07', '2017-02-28']
['20', '刘源', '私募股权、创业投资基金管理人', '浙江省', 'P1061676', '2016-09-23', '2017-02-28']
['1', '赵智勇', '私募股权、创业投资基金管理人', '深圳市', 'P1061677', '2015-09-02', '2017-02-28']
['2', '范超', '私募股权、创业投资基金管理人', '湖北省', 'P1061678', '2016-10-20', '2017-02-28']
['3', '席浩森', '私募股权、创业投资基金管理人', '深圳市', 'P1061679', '2012-08-07', '2017-02-28']
['4', '朱正明', '私募股权、创业投资基金管理人', '江苏省', 'P1061680', '2015-11-16', '2017-02-28']
['5', '谢浩', '私募股权、创业投资基金管理人', '广东省', 'P1061681', '2015-06-11', '2017-02-28']
['6', '钟廉', '私募股权、创业投资基金管理人', '深圳市', 'P1061682', '2016-01-25', '2017-03-07']
['7', '李玉朋', '私募证券投资基金管理人', '上海市', 'P1061683', '2016-01-15', '2017-03-07']
['8', '虢进波', '私募证券投资基金管理人', '湖南省', 'P1061684', '2015-10-23', '2017-03-07']
['9', '张绍雄', '私募证券投资基金管理人', '深圳市', 'P1061685', '2016-01-18', '2017-03-07']
['10', '武顺', '私募证券投资基金管理人', '深圳市', 'P1061686', '2016-04-13', '2017-03-07']
['11', '叶志钧', '私募证券投资基金管理人', '浙江省', 'P1061687', '2016-07-04', '2017-03-07']
['12', '胡继铠', '私募证券投资基金管理人', '北京市', 'P1061689', '2014-10-27', '2017-03-07']
['13', '叶学锋', '私募证券投资基金管理人', '上海市', 'P1061690', '2009-02-23', '2017-03-07']
['14', '姚智峰', '私募证券投资基金管理人', '浙江省', 'P1061691', '2012-07-02', '2017-03-07']
['15', '吴斌泉', '私募证券投资基金管理人', '广东省', 'P1061692', '2016-06-22', '2017-03-07']
['16', '陈富坚', '私募证券投资基金管理人', '广东省', 'P1061693', '2016-01-29', '2017-03-07']
['17', '钟丽娜', '私募证券投资基金管理人', '深圳市', 'P1061694', '2015-07-13', '2017-03-07']
['18', '殷俊', '私募证券投资基金管理人', '江苏省', 'P1061695', '2016-12-12', '2017-03-07']
['19', '丁炜楠', '私募证券投资基金管理人', '厦门市', 'P1061696', '2015-10-14', '2017-03-07']
['20', '韩长军', '私募证券投资基金管理人', '浙江省', 'P1061697', '2016-10-12', '2017-03-07']
['1', '巩兆飞', '私募证券投资基金管理人', '深圳市', 'P1061698', '2016-01-27', '2017-03-07']
['2', '张敬伟', '私募证券投资基金管理人', '山东省', 'P1061699', '2016-10-28', '2017-03-07']
['3', '张灵敏', '私募股权、创业投资基金管理人', '宁波市', 'P1061700', '2016-06-16', '2017-03-07']
['4', '王佳', '私募股权、创业投资基金管理人', '北京市', 'P1061701', '2016-05-30', '2017-03-07']
['5', '杨振羽', '私募股权、创业投资基金管理人', '西藏自治区', 'P1061702', '2016-05-04', '2017-03-07']
['6', '王下雨', '私募股权、创业投资基金管理人', '宁波市', 'P1061705', '2016-08-08', '2017-03-07']
['7', '申云祥', '私募股权、创业投资基金管理人', '上海市', 'P1061706', '2016-02-24', '2017-03-07']
['8', '聂绍辉', '私募股权、创业投资基金管理人', '广东省', 'P1061707', '2016-02-04', '2017-03-07']
['9', '史学文', '私募股权、创业投资基金管理人', '深圳市', 'P1061708', '2015-03-24', '2017-03-07']
['10', '李逊', '私募股权、创业投资基金管理人', '广东省', 'P1061709', '2013-08-28', '2017-03-07']
['11', '田陈波', '私募股权、创业投资基金管理人', '江苏省', 'P1061710', '2011-04-08', '2017-03-07']
['12', '郑仕麟', '私募股权、创业投资基金管理人', '宁波市', 'P1061711', '2016-03-22', '2017-03-07']
['13', '叶聚利', '私募股权、创业投资基金管理人', '宁波市', 'P1061712', '2016-04-28', '2017-03-07']
['14', '禹子民', '私募股权、创业投资基金管理人', '深圳市', 'P1061713', '2016-08-04', '2017-03-07']
['15', '杨震', '私募股权、创业投资基金管理人', '宁波市', 'P1061715', '2016-12-13', '2017-03-07']
['16', '王丽红', '其他私募投资基金管理人', '深圳市', 'P1061716', '2014-10-16', '2017-03-07']
['17', '吕厚军', '私募股权、创业投资基金管理人', '上海市', 'P1061717', '2015-10-28', '2017-03-07']
['18', '王磊', '私募股权、创业投资基金管理人', '北京市', 'P1061718', '2014-03-03', '2017-03-07']
['19', '蔡青松', '私募股权、创业投资基金管理人', '四川省', 'P1061719', '2014-07-23', '2017-03-07']
['20', '杨军', '私募股权、创业投资基金管理人', '湖北省', 'P1061720', '2016-11-09', '2017-03-07']
['1', '丁鸿运', '私募股权、创业投资基金管理人', '山西省', 'P1061721', '2017-01-05', '2017-03-07']
['2', '沈梦梦', '私募股权、创业投资基金管理人', '深圳市', 'P1061722', '2016-03-30', '2017-03-07']
['3', '黄瑞镀', '私募股权、创业投资基金管理人', '上海市', 'P1061723', '2015-06-17', '2017-03-07']
['4', '张卫东', '私募股权、创业投资基金管理人', '北京市', 'P1061724', '2008-03-28', '2017-03-07']
['5', '沈伟东', '私募股权、创业投资基金管理人', '浙江省', 'P1061725', '2016-02-25', '2017-03-07']
['6', '颜晓佳', '私募股权、创业投资基金管理人', '上海市', 'P1061726', '2016-09-08', '2017-03-07']
['7', '竺添', '私募股权、创业投资基金管理人', '北京市', 'P1061727', '2015-09-07', '2017-03-07']
['8', '贺军虎', '私募股权、创业投资基金管理人', '宁波市', 'P1061728', '2016-08-11', '2017-03-07']
['9', '刘志多', '私募股权、创业投资基金管理人', '辽宁省', 'P1061729', '2015-09-07', '2017-03-07']
['10', '安红平', '私募股权、创业投资基金管理人', '上海市', 'P1061730', '2016-11-11', '2017-03-07']
['11', '谢良钦', '私募股权、创业投资基金管理人', '深圳市', 'P1061731', '2014-05-06', '2017-03-07']
['12', '赵罕', '私募股权、创业投资基金管理人', '浙江省', 'P1061733', '2016-09-19', '2017-03-07']
['13', '林嫔', '私募股权、创业投资基金管理人', '深圳市', 'P1061734', '2015-10-19', '2017-03-07']
['14', '东静雨', '私募股权、创业投资基金管理人', '辽宁省', 'P1061735', '2016-06-29', '2017-03-07']
['15', '李国发', '私募股权、创业投资基金管理人', '甘肃省', 'P1061736', '2011-08-02', '2017-03-07']
['16', '胡效民', '私募股权、创业投资基金管理人', '云南省', 'P1061737', '2011-12-21', '2017-03-07']
['17', '文延军', '私募股权、创业投资基金管理人', '深圳市', 'P1061738', '2013-11-28', '2017-03-07']
['18', '王立新', '私募股权、创业投资基金管理人', '湖北省', 'P1061739', '2016-02-01', '2017-03-07']
['19', '王永胜', '私募股权、创业投资基金管理人', '辽宁省', 'P1061740', '2016-08-03', '2017-03-07']
['20', '周文俊', '私募股权、创业投资基金管理人', '北京市', 'P1061741', '2016-01-28', '2017-03-07']
['1', '符沙', '其他私募投资基金管理人', '深圳市', 'P1061742', '2014-09-01', '2017-03-07']
['2', '赵元奇', '私募股权、创业投资基金管理人', '江苏省', 'P1061743', '2016-05-09', '2017-03-07']
['3', '孔毅', '私募股权、创业投资基金管理人', '北京市', 'P1061744', '2014-03-11', '2017-03-07']
['4', '苏涛', '私募股权、创业投资基金管理人', '深圳市', 'P1061745', '2014-12-23', '2017-03-07']
['5', '刘晓宁', '私募股权、创业投资基金管理人', '宁波市', 'P1061746', '2016-09-26', '2017-03-07']
['6', '武红', '私募股权、创业投资基金管理人', '北京市', 'P1061747', '2015-11-27', '2017-03-07']
['7', '林楚耿', '私募股权、创业投资基金管理人', '深圳市', 'P1061748', '2016-02-02', '2017-03-07']
['8', '马岩', '私募股权、创业投资基金管理人', '深圳市', 'P1061750', '2016-12-02', '2017-03-07']
['9', '吴玲', '私募股权、创业投资基金管理人', '广东省', 'P1061751', '2016-12-13', '2017-03-07']
['10', '王菲', '私募股权、创业投资基金管理人', '北京市', 'P1061752', '2016-02-17', '2017-03-07']
['11', '王蔚', '私募股权、创业投资基金管理人', '北京市', 'P1061753', '2016-02-17', '2017-03-07']
['12', '李湘伟', '私募股权、创业投资基金管理人', '广东省', 'P1061754', '2015-08-06', '2017-03-07']
['13', '毛杰', '私募股权、创业投资基金管理人', '广东省', 'P1061755', '2016-09-23', '2017-03-07']
['14', '骆飞', '私募股权、创业投资基金管理人', '深圳市', 'P1061756', '2016-03-01', '2017-03-07']
['15', '甘琪', '私募股权、创业投资基金管理人', '浙江省', 'P1061757', '2016-11-03', '2017-03-07']
['16', '谢炜', '私募股权、创业投资基金管理人', '广西壮族自治区', 'P1061758', '2014-04-29', '2017-03-07']
['17', '杨朝晖', '私募股权、创业投资基金管理人', '北京市', 'P1061759', '2016-07-21', '2017-03-07']
['18', '海航', '私募股权、创业投资基金管理人', '河南省', 'P1061760', '2015-04-30', '2017-03-07']
['19', '钱晓蕾', '私募股权、创业投资基金管理人', '上海市', 'P1061761', '2016-04-06', '2017-03-07']
['20', '梅永红', '私募股权、创业投资基金管理人', '深圳市', 'P1061763', '2016-01-19', '2017-03-07']
['1', '王小明', '私募股权、创业投资基金管理人', '江苏省', 'P1061764', '2017-01-16', '2017-03-07']
['2', '朱雨龙', '私募股权、创业投资基金管理人', '湖北省', 'P1061765', '2016-11-09', '2017-03-07']
['3', '肖生柱', '私募股权、创业投资基金管理人', '湖北省', 'P1061766', '2016-08-24', '2017-03-07']
['4', '冯大刚', '私募股权、创业投资基金管理人', '浙江省', 'P1061767', '2016-09-28', '2017-03-07']
['5', '杨丽萍', '私募股权、创业投资基金管理人', '厦门市', 'P1061768', '2008-06-24', '2017-03-07']
['6', '徐春龙', '私募股权、创业投资基金管理人', '广西壮族自治区', 'P1061770', '2016-12-20', '2017-03-07']
['7', '康军', '私募股权、创业投资基金管理人', '四川省', 'P1061771', '2017-01-24', '2017-03-07']
['8', '王明耀', '私募股权、创业投资基金管理人', '北京市', 'P1061772', '2016-06-02', '2017-03-07']
['9', '王楠', '私募股权、创业投资基金管理人', '西藏自治区', 'P1061773', '2015-11-12', '2017-03-07']
['10', '郑娟', '私募股权、创业投资基金管理人', '广东省', 'P1061774', '2016-11-15', '2017-03-07']
['11', '陈子一', '私募股权、创业投资基金管理人', '青岛市', 'P1061775', '2016-10-20', '2017-03-07']
['12', '张绍岩', '私募股权、创业投资基金管理人', '北京市', 'P1061776', '2015-12-21', '2017-03-07']
['13', '黄磊', '私募股权、创业投资基金管理人', '宁波市', 'P1061777', '2016-04-11', '2017-03-07']
['14', '石亮', '私募股权、创业投资基金管理人', '湖北省', 'P1061778', '2015-10-28', '2017-03-07']
['15', '吴莉芳', '私募股权、创业投资基金管理人', '广东省', 'P1061779', '2016-12-30', '2017-03-07']
['16', '方建英', '私募股权、创业投资基金管理人', '浙江省', 'P1061780', '2016-12-08', '2017-03-07']
['17', '胡薇薇', '私募股权、创业投资基金管理人', '上海市', 'P1061781', '2016-03-02', '2017-03-07']
['18', '何文意', '私募股权、创业投资基金管理人', '上海市', 'P1061782', '2015-04-30', '2017-03-07']
['19', '张亚利', '私募证券投资基金管理人', '广东省', 'P1061783', '2016-11-15', '2017-03-07']
['20', '陈顺波', '私募证券投资基金管理人', '深圳市', 'P1061784', '2015-08-07', '2017-03-07']
['1', '黄磊', '私募证券投资基金管理人', '深圳市', 'P1061785', '2016-01-27', '2017-03-07']
